timestamp,I_nA,V_uV,R_uOhm,chip_temp_C,note
2026-07-20 17:24:00,15000164,321359,21423704,-172.4578,
2026-07-20 17:24:01,15000348,321362,21423650,-172.4581,
2026-07-20 17:24:02,15000336,321362,21423664,-172.4580,
2026-07-20 17:24:03,15000316,321362,21423670,-172.4580,
2026-07-20 17:24:04,15000498,321366,21423672,-172.4580,
2026-07-20 17:24:05,15000504,321365,21423642,-172.4581,
2026-07-20 17:24:06,15000426,321363,21423578,-172.4585,
2026-07-20 17:24:07,15000468,321364,21423604,-172.4584,
2026-07-20 17:24:08,15000444,321364,21423612,-172.4583,
2026-07-20 17:24:09,15000604,321367,21423604,-172.4584,
2026-07-20 17:24:10,15000368,321362,21423576,-172.4585,
2026-07-20 17:24:11,15000324,321361,21423610,-172.4583,
2026-07-20 17:24:12,15000272,321360,21423590,-172.4585,
2026-07-20 17:24:13,15000400,321363,21423604,-172.4584,
2026-07-20 17:24:14,15000440,321363,21423598,-172.4584,
2026-07-20 17:24:15,15000274,321360,21423580,-172.4585,
2026-07-20 17:24:16,15000244,321359,21423564,-172.4586,
2026-07-20 17:24:17,15000174,321357,21423542,-172.4587,
2026-07-20 17:24:18,15000270,321359,21423538,-172.4588,
2026-07-20 17:24:19,15000390,321361,21423520,-172.4589,
2026-07-20 17:24:20,15000386,321361,21423510,-172.4589,
2026-07-20 17:24:21,15000346,321360,21423494,-172.4590,
2026-07-20 17:24:22,15000186,321357,21423512,-172.4589,
2026-07-20 17:24:23,14999254,321334,21423356,-172.4599,
2026-07-20 17:24:24,14999580,321342,21423410,-172.4595,
2026-07-20 17:24:25,14999630,321343,21423392,-172.4596,
2026-07-20 17:24:26,14999890,321349,21423426,-172.4594,
2026-07-20 17:24:27,15000124,321353,21423380,-172.4597,
2026-07-20 17:24:28,15000186,321356,21423444,-172.4593,
2026-07-20 17:24:29,15000354,321359,21423408,-172.4596,
2026-07-20 17:24:30,15000406,321360,21423440,-172.4594,
2026-07-20 17:24:31,15000472,321362,21423462,-172.4592,
2026-07-20 17:24:32,15000616,321365,21423456,-172.4593,
2026-07-20 17:24:33,15000610,321365,21423474,-172.4592,
2026-07-20 17:24:34,15000486,321362,21423448,-172.4593,
2026-07-20 17:24:35,15000570,321365,21423516,-172.4589,
2026-07-20 17:24:36,15000660,321366,21423466,-172.4592,
2026-07-20 17:24:37,15000682,321367,21423466,-172.4592,
2026-07-20 17:24:38,15000716,321367,21423460,-172.4592,
2026-07-20 17:24:39,14999848,321347,21423318,-172.4601,
2026-07-20 17:24:40,14999866,321347,21423300,-172.4602,
2026-07-20 17:24:41,14999984,321349,21423318,-172.4601,
2026-07-20 17:24:42,14999346,321334,21423234,-172.4606,
2026-07-20 17:24:43,14999742,321344,21423274,-172.4604,
2026-07-20 17:24:44,15000012,321350,21423284,-172.4603,
2026-07-20 17:24:45,15000196,321354,21423292,-172.4602,
2026-07-20 17:24:46,15000380,321357,21423288,-172.4603,
2026-07-20 17:24:47,15000594,321362,21423316,-172.4601,
2026-07-20 17:24:48,14999858,321344,21423154,-172.4611,
2026-07-20 17:24:49,15000118,321350,21423180,-172.4609,
2026-07-20 17:24:50,15000220,321353,21423210,-172.4607,
2026-07-20 17:24:51,15000464,321358,21423214,-172.4607,
2026-07-20 17:24:52,15000600,321362,21423254,-172.4605,
2026-07-20 17:24:53,15000738,321365,21423248,-172.4605,
2026-07-20 17:24:54,15000852,321367,21423234,-172.4606,
2026-07-20 17:24:55,14999894,321343,21423020,-172.4619,
2026-07-20 17:24:56,15000220,321351,21423060,-172.4616,
2026-07-20 17:24:57,14999578,321335,21422950,-172.4623,
2026-07-20 17:24:58,14999916,321344,21423024,-172.4619,
2026-07-20 17:24:59,14999928,321345,21423094,-172.4614,
2026-07-20 17:25:00,15000078,321348,21423074,-172.4616,
2026-07-20 17:25:01,15000188,321350,21423064,-172.4616,
2026-07-20 17:25:02,15000328,321352,21423022,-172.4619,
2026-07-20 17:25:03,15000350,321352,21422992,-172.4620,
2026-07-20 17:25:04,15000438,321355,21423016,-172.4619,
2026-07-20 17:25:05,14999630,321335,21422866,-172.4628,
2026-07-20 17:25:06,14999862,321340,21422864,-172.4628,
2026-07-20 17:25:07,14999338,321327,21422774,-172.4634,
2026-07-20 17:25:08,14999662,321336,21422866,-172.4628,
2026-07-20 17:25:09,14999140,321323,21422774,-172.4634,
2026-07-20 17:25:10,14999588,321333,21422800,-172.4632,
2026-07-20 17:25:11,14999012,321320,21422730,-172.4636,
2026-07-20 17:25:12,14999464,321329,21422728,-172.4636,
2026-07-20 17:25:13,14999972,321342,21422846,-172.4629,
2026-07-20 17:25:14,14999484,321331,21422778,-172.4633,
2026-07-20 17:25:15,14999838,321339,21422816,-172.4631,
2026-07-20 17:25:16,15000064,321344,21422848,-172.4629,
2026-07-20 17:25:17,15000386,321351,21422868,-172.4628,
2026-07-20 17:25:18,15000662,321358,21422902,-172.4626,
2026-07-20 17:25:19,15000888,321362,21422880,-172.4627,
2026-07-20 17:25:20,15001048,321366,21422876,-172.4627,
2026-07-20 17:25:21,15000226,321346,21422736,-172.4636,
2026-07-20 17:25:22,14999582,321330,21422608,-172.4644,
2026-07-20 17:25:23,14999940,321338,21422608,-172.4644,
2026-07-20 17:25:24,15000290,321346,21422650,-172.4641,
2026-07-20 17:25:25,15000628,321354,21422702,-172.4638,
2026-07-20 17:25:26,14999968,321338,21422582,-172.4645,
2026-07-20 17:25:27,15000266,321346,21422658,-172.4641,
2026-07-20 17:25:28,14999788,321334,21422596,-172.4644,
2026-07-20 17:25:29,14999254,321322,21422522,-172.4649,
2026-07-20 17:25:30,14999748,321334,21422644,-172.4641,
2026-07-20 17:25:31,14999318,321324,21422586,-172.4645,
2026-07-20 17:25:32,14999656,321332,21422594,-172.4644,
2026-07-20 17:25:33,15000134,321342,21422608,-172.4644,
2026-07-20 17:25:34,14999458,321325,21422452,-172.4653,
2026-07-20 17:25:35,14999818,321333,21422452,-172.4653,
2026-07-20 17:25:36,15000022,321334,21422208,-172.4668,
2026-07-20 17:25:37,14999392,321314,21421806,-172.4692,
2026-07-20 17:25:38,14999842,321322,21421682,-172.4699,
2026-07-20 17:25:39,14999156,321303,21421420,-172.4715,
2026-07-20 17:25:40,14999702,321315,21421440,-172.4714,
2026-07-20 17:25:41,14999152,321301,21421250,-172.4725,
2026-07-20 17:25:42,14999496,321307,21421194,-172.4728,
2026-07-20 17:25:43,14999752,321313,21421216,-172.4727,
2026-07-20 17:25:44,14999228,321300,21421078,-172.4735,
2026-07-20 17:25:45,14999682,321310,21421108,-172.4734,
2026-07-20 17:25:46,14999910,321315,21421104,-172.4734,
2026-07-20 17:25:47,15000204,321321,21421094,-172.4734,
2026-07-20 17:25:48,15000274,321322,21421072,-172.4736,
2026-07-20 17:25:49,14999610,321306,21420926,-172.4744,
2026-07-20 17:25:50,14999810,321311,21420972,-172.4742,
2026-07-20 17:25:51,14999290,321299,21420940,-172.4744,
2026-07-20 17:25:52,14999606,321307,21421010,-172.4739,
2026-07-20 17:25:53,14999790,321311,21421022,-172.4739,
2026-07-20 17:25:54,14999982,321315,21421010,-172.4739,
2026-07-20 17:25:55,15000108,321318,21421070,-172.4736,
2026-07-20 17:25:56,15000128,321319,21421092,-172.4734,
2026-07-20 17:25:57,14999454,321303,21420976,-172.4741,
2026-07-20 17:25:58,14999804,321311,21421010,-172.4739,
2026-07-20 17:25:59,14999920,321314,21421080,-172.4735,
2026-07-20 17:26:00,15000144,321319,21421052,-172.4737,
2026-07-20 17:26:01,15000138,321319,21421044,-172.4737,
2026-07-20 17:26:02,15000272,321321,21421026,-172.4738,
2026-07-20 17:26:03,15000362,321323,21421048,-172.4737,
2026-07-20 17:26:04,15000300,321322,21421040,-172.4738,
2026-07-20 17:26:05,15000412,321325,21421048,-172.4737,
2026-07-20 17:26:06,15000646,321330,21421060,-172.4736,
2026-07-20 17:26:07,15000772,321332,21421028,-172.4738,
2026-07-20 17:26:08,15000822,321333,21421010,-172.4739,
2026-07-20 17:26:09,15000766,321332,21421008,-172.4740,
2026-07-20 17:26:10,15000566,321328,21421054,-172.4737,
2026-07-20 17:26:11,15000572,321328,21421054,-172.4737,
2026-07-20 17:26:12,14999750,321308,21420922,-172.4745,
2026-07-20 17:26:13,15000074,321316,21420942,-172.4743,
2026-07-20 17:26:14,15000280,321321,21420990,-172.4741,
2026-07-20 17:26:15,15000330,321322,21421014,-172.4739,
2026-07-20 17:26:16,14999642,321307,21420964,-172.4742,
2026-07-20 17:26:17,15000012,321316,21421038,-172.4738,
2026-07-20 17:26:18,14999338,321299,21420906,-172.4746,
2026-07-20 17:26:19,14999690,321307,21420908,-172.4746,
2026-07-20 17:26:20,14999180,321295,21420818,-172.4751,
2026-07-20 17:26:21,14999610,321304,21420838,-172.4750,
2026-07-20 17:26:22,14999214,321295,21420792,-172.4752,
2026-07-20 17:26:23,14999448,321301,21420846,-172.4749,
2026-07-20 17:26:24,14999950,321312,21420858,-172.4749,
2026-07-20 17:26:25,15000326,321320,21420900,-172.4746,
2026-07-20 17:26:26,15000486,321324,21420904,-172.4746,
2026-07-20 17:26:27,15000404,321322,21420882,-172.4747,
2026-07-20 17:26:28,15000518,321325,21420950,-172.4743,
2026-07-20 17:26:29,15000882,321333,21420940,-172.4744,
2026-07-20 17:26:30,15000074,321314,21420802,-172.4752,
2026-07-20 17:26:31,14999628,321303,21420722,-172.4757,
2026-07-20 17:26:32,14999330,321296,21420658,-172.4761,
2026-07-20 17:26:33,14998994,321287,21420600,-172.4764,
2026-07-20 17:26:34,14998780,321282,21420572,-172.4766,
2026-07-20 17:26:35,14999300,321295,21420688,-172.4759,
2026-07-20 17:26:36,14999782,321306,21420710,-172.4757,
2026-07-20 17:26:37,15000062,321313,21420758,-172.4755,
2026-07-20 17:26:38,15000148,321315,21420788,-172.4753,
2026-07-20 17:26:39,14999356,321296,21420670,-172.4760,
2026-07-20 17:26:40,14999862,321308,21420714,-172.4757,
2026-07-20 17:26:41,15000224,321317,21420794,-172.4752,
2026-07-20 17:26:42,15000334,321319,21420810,-172.4751,
2026-07-20 17:26:43,14999850,321307,21420710,-172.4757,
2026-07-20 17:26:44,14999394,321297,21420646,-172.4761,
2026-07-20 17:26:45,14999806,321306,21420696,-172.4758,
2026-07-20 17:26:46,14999212,321294,21420708,-172.4758,
2026-07-20 17:26:47,14999634,321304,21420786,-172.4753,
2026-07-20 17:26:48,14999996,321312,21420818,-172.4751,
2026-07-20 17:26:49,15000258,321319,21420874,-172.4748,
2026-07-20 17:26:50,15000426,321322,21420878,-172.4747,
2026-07-20 17:26:51,15000526,321324,21420880,-172.4747,
2026-07-20 17:26:52,14999780,321306,21420708,-172.4758,
2026-07-20 17:26:53,15000104,321313,21420728,-172.4756,
2026-07-20 17:26:54,14999428,321296,21420558,-172.4767,
2026-07-20 17:26:55,14999784,321304,21420556,-172.4767,
2026-07-20 17:26:56,14999148,321289,21420482,-172.4771,
2026-07-20 17:26:57,14999492,321297,21420520,-172.4769,
2026-07-20 17:26:58,14999602,321300,21420544,-172.4767,
2026-07-20 17:26:59,15000064,321311,21420632,-172.4762,
2026-07-20 17:27:00,14999582,321300,21420578,-172.4765,
2026-07-20 17:27:01,14999156,321289,21420490,-172.4771,
2026-07-20 17:27:02,14998882,321282,21420400,-172.4776,
2026-07-20 17:27:03,14998620,321276,21420382,-172.4777,
2026-07-20 17:27:04,14998332,321268,21420270,-172.4784,
2026-07-20 17:27:05,14998974,321283,21420358,-172.4779,
2026-07-20 17:27:06,14998624,321275,21420292,-172.4782,
2026-07-20 17:27:07,14999240,321290,21420396,-172.4776,
2026-07-20 17:27:08,14998982,321284,21420366,-172.4778,
2026-07-20 17:27:09,14998696,321277,21420314,-172.4781,
2026-07-20 17:27:10,14998510,321273,21420296,-172.4782,
2026-07-20 17:27:11,14999274,321291,21420428,-172.4774,
2026-07-20 17:27:12,14999428,321296,21420524,-172.4769,
2026-07-20 17:27:13,14999748,321305,21420676,-172.4759,
2026-07-20 17:27:14,15000072,321314,21420798,-172.4752,
2026-07-20 17:27:15,14999430,321299,21420760,-172.4754,
2026-07-20 17:27:16,14999944,321314,21421010,-172.4739,
2026-07-20 17:27:17,15000426,321325,21421086,-172.4735,
2026-07-20 17:27:18,15000618,321333,21421300,-172.4722,
2026-07-20 17:27:19,15000658,321335,21421400,-172.4716,
2026-07-20 17:27:20,14999916,321319,21421354,-172.4719,
2026-07-20 17:27:21,15000114,321325,21421476,-172.4711,
2026-07-20 17:27:22,15000386,321331,21421494,-172.4710,
2026-07-20 17:27:23,14999822,321314,21421216,-172.4727,
2026-07-20 17:27:24,15000128,321320,21421142,-172.4731,
2026-07-20 17:27:25,15000394,321325,21421078,-172.4735,
2026-07-20 17:27:26,15000566,321328,21421026,-172.4738,
2026-07-20 17:27:27,15000070,321314,21420862,-172.4748,
2026-07-20 17:27:28,14999700,321305,21420760,-172.4754,
2026-07-20 17:27:29,14999430,321298,21420710,-172.4757,
2026-07-20 17:27:30,14999918,321309,21420714,-172.4757,
2026-07-20 17:27:31,15000340,321318,21420746,-172.4755,
2026-07-20 17:27:32,14999742,321304,21420630,-172.4762,
2026-07-20 17:27:33,15000144,321313,21420686,-172.4759,
2026-07-20 17:27:34,15000414,321320,21420750,-172.4755,
2026-07-20 17:27:35,14999826,321306,21420644,-172.4761,
2026-07-20 17:27:36,14999524,321298,21420544,-172.4767,
2026-07-20 17:27:37,14999318,321293,21420514,-172.4769,
2026-07-20 17:27:38,14998958,321284,21420422,-172.4775,
2026-07-20 17:27:39,14998798,321280,21420392,-172.4776,
2026-07-20 17:27:40,14998596,321275,21420352,-172.4779,
2026-07-20 17:27:41,14998406,321271,21420336,-172.4780,
2026-07-20 17:27:42,14998330,321270,21420368,-172.4778,
2026-07-20 17:27:43,14999028,321286,21420462,-172.4772,
2026-07-20 17:27:44,14999718,321302,21420530,-172.4768,
2026-07-20 17:27:45,15000170,321314,21420666,-172.4760,
2026-07-20 17:27:46,14999932,321308,21420598,-172.4764,
2026-07-20 17:27:47,15000490,321321,21420668,-172.4760,
2026-07-20 17:27:48,15000042,321313,21420782,-172.4753,
2026-07-20 17:27:49,14999594,321305,21420890,-172.4747,
2026-07-20 17:27:50,15000218,321321,21421094,-172.4734,
2026-07-20 17:27:51,15000508,321329,21421192,-172.4728,
2026-07-20 17:27:52,15000566,321331,21421272,-172.4724,
2026-07-20 17:27:53,15000816,321338,21421340,-172.4720,
2026-07-20 17:27:54,15000854,321340,21421422,-172.4715,
2026-07-20 17:27:55,15000054,321321,21421304,-172.4722,
2026-07-20 17:27:56,14999556,321308,21421178,-172.4729,
2026-07-20 17:27:57,14999304,321303,21421170,-172.4730,
2026-07-20 17:27:58,14998966,321295,21421138,-172.4732,
2026-07-20 17:27:59,14999532,321308,21421228,-172.4726,
2026-07-20 17:28:00,15000040,321320,21421298,-172.4722,
2026-07-20 17:28:01,14999424,321306,21421196,-172.4728,
2026-07-20 17:28:02,15000006,321320,21421314,-172.4721,
2026-07-20 17:28:03,15000304,321328,21421402,-172.4716,
2026-07-20 17:28:04,15000518,321333,21421434,-172.4714,
2026-07-20 17:28:05,15000752,321336,21421340,-172.4720,
2026-07-20 17:28:06,15000862,321337,21421232,-172.4726,
2026-07-20 17:28:07,15001132,321343,21421226,-172.4726,
2026-07-20 17:28:08,15000466,321326,21421052,-172.4737,
2026-07-20 17:28:09,15000928,321336,21421048,-172.4737,
2026-07-20 17:28:10,15001022,321337,21421024,-172.4739,
2026-07-20 17:28:11,15001232,321342,21421024,-172.4739,
2026-07-20 17:28:12,15001410,321346,21421040,-172.4738,
2026-07-20 17:28:13,15001634,321350,21421028,-172.4738,
2026-07-20 17:28:14,15000808,321330,21420870,-172.4748,
2026-07-20 17:28:15,15000232,321316,21420742,-172.4755,
2026-07-20 17:28:16,15000454,321321,21420722,-172.4757,
2026-07-20 17:28:17,15000574,321323,21420704,-172.4758,
2026-07-20 17:28:18,14999918,321307,21420588,-172.4765,
2026-07-20 17:28:19,14999240,321291,21420460,-172.4772,
2026-07-20 17:28:20,14999822,321305,21420580,-172.4765,
2026-07-20 17:28:21,15000230,321314,21420588,-172.4765,
2026-07-20 17:28:22,15000388,321318,21420648,-172.4761,
2026-07-20 17:28:23,15000570,321323,21420722,-172.4757,
2026-07-20 17:28:24,14999850,321305,21420576,-172.4765,
2026-07-20 17:28:25,15000288,321315,21420574,-172.4766,
2026-07-20 17:28:26,15000432,321318,21420590,-172.4765,
2026-07-20 17:28:27,14999876,321304,21420460,-172.4772,
2026-07-20 17:28:28,15000244,321313,21420530,-172.4768,
2026-07-20 17:28:29,15000368,321316,21420558,-172.4767,
2026-07-20 17:28:30,14999682,321300,21420438,-172.4774,
2026-07-20 17:28:31,14999360,321292,21420380,-172.4777,
2026-07-20 17:28:32,14998990,321283,21420330,-172.4780,
2026-07-20 17:28:33,14999588,321298,21420448,-172.4773,
2026-07-20 17:28:34,14999952,321306,21420478,-172.4771,
2026-07-20 17:28:35,15000420,321317,21420542,-172.4767,
2026-07-20 17:28:36,15000548,321320,21420566,-172.4766,
2026-07-20 17:28:37,15000738,321324,21420534,-172.4768,
2026-07-20 17:28:38,15000068,321308,21420440,-172.4774,
2026-07-20 17:28:39,14999492,321294,21420298,-172.4782,
2026-07-20 17:28:40,14999814,321301,21420360,-172.4778,
2026-07-20 17:28:41,14999954,321304,21420342,-172.4779,
2026-07-20 17:28:42,15000134,321308,21420352,-172.4779,
2026-07-20 17:28:43,15000212,321310,21420352,-172.4779,
2026-07-20 17:28:44,15000458,321315,21420322,-172.4781,
2026-07-20 17:28:45,15000734,321321,21420336,-172.4780,
2026-07-20 17:28:46,15000132,321307,21420270,-172.4784,
2026-07-20 17:28:47,14999660,321296,21420228,-172.4786,
2026-07-20 17:28:48,14999344,321289,21420202,-172.4788,
2026-07-20 17:28:49,14999070,321283,21420166,-172.4790,
2026-07-20 17:28:50,14998688,321274,21420142,-172.4791,
2026-07-20 17:28:51,14999492,321292,21420220,-172.4787,
2026-07-20 17:28:52,14999862,321301,21420284,-172.4783,
2026-07-20 17:28:53,15000092,321307,21420348,-172.4779,
2026-07-20 17:28:54,14999818,321301,21420318,-172.4781,
2026-07-20 17:28:55,14999202,321286,21420192,-172.4788,
2026-07-20 17:28:56,14999738,321298,21420270,-172.4784,
2026-07-20 17:28:57,15000036,321305,21420314,-172.4781,
2026-07-20 17:28:58,14999468,321292,21420192,-172.4788,
2026-07-20 17:28:59,14999052,321281,21420062,-172.4796,
2026-07-20 17:29:00,14999708,321296,21420182,-172.4789,
2026-07-20 17:29:01,15000062,321305,21420252,-172.4785,
2026-07-20 17:29:02,14999646,321296,21420210,-172.4787,
2026-07-20 17:29:03,15000136,321308,21420338,-172.4780,
2026-07-20 17:29:04,15000362,321313,21420336,-172.4780,
2026-07-20 17:29:05,15000448,321315,21420344,-172.4779,
2026-07-20 17:29:06,15000570,321318,21420368,-172.4778,
2026-07-20 17:29:07,14999842,321300,21420234,-172.4786,
2026-07-20 17:29:08,14999350,321288,21420152,-172.4791,
2026-07-20 17:29:09,14999828,321300,21420228,-172.4786,
2026-07-20 17:29:10,15000096,321306,21420234,-172.4786,
2026-07-20 17:29:11,14999504,321292,21420146,-172.4791,
2026-07-20 17:29:12,14999778,321297,21420142,-172.4791,
2026-07-20 17:29:13,14999238,321284,21420046,-172.4797,
2026-07-20 17:29:14,14999718,321295,21420076,-172.4795,
2026-07-20 17:29:15,14999200,321283,21420024,-172.4799,
2026-07-20 17:29:16,14998972,321277,21419940,-172.4804,
2026-07-20 17:29:17,14999480,321289,21420020,-172.4799,
2026-07-20 17:29:18,15000134,321305,21420112,-172.4793,
2026-07-20 17:29:19,14999540,321290,21420002,-172.4800,
2026-07-20 17:29:20,14999032,321278,21419924,-172.4805,
2026-07-20 17:29:21,14998816,321272,21419854,-172.4809,
2026-07-20 17:29:22,14998806,321271,21419798,-172.4812,
2026-07-20 17:29:23,14998638,321268,21419802,-172.4812,
2026-07-20 17:29:24,14999416,321286,21419910,-172.4805,
2026-07-20 17:29:25,15000142,321303,21420010,-172.4799,
2026-07-20 17:29:26,15000004,321300,21419990,-172.4801,
2026-07-20 17:29:27,14999556,321289,21419932,-172.4804,
2026-07-20 17:29:28,14999294,321283,21419908,-172.4806,
2026-07-20 17:29:29,14999842,321297,21420004,-172.4800,
2026-07-20 17:29:30,15000190,321305,21420050,-172.4797,
2026-07-20 17:29:31,15000570,321314,21420090,-172.4795,
2026-07-20 17:29:32,15000736,321319,21420184,-172.4789,
2026-07-20 17:29:33,15000264,321307,21420098,-172.4794,
2026-07-20 17:29:34,14999862,321297,21420010,-172.4799,
2026-07-20 17:29:35,15000306,321308,21420098,-172.4794,
2026-07-20 17:29:36,14999782,321295,21419990,-172.4801,
2026-07-20 17:29:37,14999438,321287,21419926,-172.4804,
2026-07-20 17:29:38,15000138,321303,21419978,-172.4801,
2026-07-20 17:29:39,14999796,321295,21419950,-172.4803,
2026-07-20 17:29:40,14999482,321287,21419870,-172.4808,
2026-07-20 17:29:41,14999128,321278,21419804,-172.4812,
2026-07-20 17:29:42,14998860,321271,21419704,-172.4818,
2026-07-20 17:29:43,14999462,321285,21419772,-172.4814,
2026-07-20 17:29:44,14999840,321294,21419806,-172.4812,
2026-07-20 17:29:45,14999526,321286,21419710,-172.4817,
2026-07-20 17:29:46,14998964,321272,21419594,-172.4824,
2026-07-20 17:29:47,14998692,321264,21419474,-172.4832,
2026-07-20 17:29:48,14998508,321259,21419426,-172.4834,
2026-07-20 17:29:49,14999066,321272,21419488,-172.4831,
2026-07-20 17:29:50,14999552,321284,21419594,-172.4824,
2026-07-20 17:29:51,15000084,321298,21419720,-172.4817,
2026-07-20 17:29:52,14999540,321285,21419674,-172.4820,
2026-07-20 17:29:53,14999862,321293,21419718,-172.4817,
2026-07-20 17:29:54,15000270,321303,21419788,-172.4813,
2026-07-20 17:29:55,14999606,321287,21419672,-172.4820,
2026-07-20 17:29:56,14999928,321294,21419732,-172.4816,
2026-07-20 17:29:57,14999490,321284,21419652,-172.4821,
2026-07-20 17:29:58,14999710,321289,21419682,-172.4819,
2026-07-20 17:29:59,14999876,321294,21419774,-172.4814,
2026-07-20 17:30:00,14999460,321284,21419690,-172.4819,
2026-07-20 17:30:01,14999194,321277,21419608,-172.4824,
2026-07-20 17:30:02,14999630,321288,21419706,-172.4818,
2026-07-20 17:30:03,15000346,321304,21419792,-172.4812,
2026-07-20 17:30:04,15000848,321316,21419828,-172.4810,
2026-07-20 17:30:05,15001242,321325,21419892,-172.4806,
2026-07-20 17:30:06,15001464,321330,21419902,-172.4806,
2026-07-20 17:30:07,15000688,321311,21419780,-172.4813,
2026-07-20 17:30:08,15000104,321297,21419670,-172.4820,
2026-07-20 17:30:09,15000386,321304,21419720,-172.4817,
2026-07-20 17:30:10,15000830,321314,21419770,-172.4814,
2026-07-20 17:30:11,15000958,321317,21419754,-172.4815,
2026-07-20 17:30:12,15000094,321296,21419598,-172.4824,
2026-07-20 17:30:13,15000444,321304,21419622,-172.4823,
2026-07-20 17:30:14,14999672,321285,21419490,-172.4831,
2026-07-20 17:30:15,14999912,321289,21419418,-172.4835,
2026-07-20 17:30:16,14999338,321275,21419264,-172.4844,
2026-07-20 17:30:17,14999848,321287,21419340,-172.4840,
2026-07-20 17:30:18,15000176,321294,21419378,-172.4837,
2026-07-20 17:30:19,14999572,321280,21419292,-172.4842,
2026-07-20 17:30:20,15000044,321291,21419364,-172.4838,
2026-07-20 17:30:21,15000396,321300,21419430,-172.4834,
2026-07-20 17:30:22,14999822,321286,21419338,-172.4840,
2026-07-20 17:30:23,15000268,321298,21419466,-172.4832,
2026-07-20 17:30:24,15000648,321306,21419506,-172.4830,
2026-07-20 17:30:25,15000944,321313,21419522,-172.4829,
2026-07-20 17:30:26,15001184,321318,21419536,-172.4828,
2026-07-20 17:30:27,15001372,321323,21419566,-172.4826,
2026-07-20 17:30:28,15001402,321324,21419576,-172.4825,
2026-07-20 17:30:29,15001396,321324,21419586,-172.4825,
2026-07-20 17:30:30,15001494,321325,21419504,-172.4830,
2026-07-20 17:30:31,15000786,321307,21419366,-172.4838,
2026-07-20 17:30:32,15000328,321296,21419286,-172.4843,
2026-07-20 17:30:33,15000088,321291,21419278,-172.4843,
2026-07-20 17:30:34,15000588,321303,21419336,-172.4840,
2026-07-20 17:30:35,15000246,321293,21419210,-172.4847,
2026-07-20 17:30:36,14999794,321282,21419086,-172.4855,
2026-07-20 17:30:37,15000208,321291,21419120,-172.4853,
2026-07-20 17:30:38,14999514,321275,21419008,-172.4860,
2026-07-20 17:30:39,14999850,321283,21419096,-172.4854,
2026-07-20 17:30:40,15000354,321295,21419170,-172.4850,
2026-07-20 17:30:41,15000434,321297,21419156,-172.4851,
2026-07-20 17:30:42,15000726,321303,21419158,-172.4851,
2026-07-20 17:30:43,15000284,321292,21419080,-172.4855,
2026-07-20 17:30:44,14999840,321281,21418952,-172.4863,
2026-07-20 17:30:45,14999508,321272,21418868,-172.4868,
2026-07-20 17:30:46,15000098,321286,21418950,-172.4863,
2026-07-20 17:30:47,14999636,321275,21418868,-172.4868,
2026-07-20 17:30:48,14999456,321271,21418824,-172.4871,
2026-07-20 17:30:49,14999118,321263,21418766,-172.4874,
2026-07-20 17:30:50,14998696,321252,21418694,-172.4878,
2026-07-20 17:30:51,14999358,321268,21418816,-172.4871,
2026-07-20 17:30:52,14999788,321279,21418892,-172.4866,
2026-07-20 17:30:53,14999402,321269,21418786,-172.4873,
2026-07-20 17:30:54,14999936,321281,21418858,-172.4869,
2026-07-20 17:30:55,15000250,321290,21418944,-172.4863,
2026-07-20 17:30:56,15000598,321298,21419018,-172.4859,
2026-07-20 17:30:57,15000652,321298,21418948,-172.4863,
2026-07-20 17:30:58,14999930,321281,21418810,-172.4871,
2026-07-20 17:30:59,15000172,321286,21418816,-172.4871,
2026-07-20 17:31:00,15000492,321293,21418838,-172.4870,
2026-07-20 17:31:01,14999960,321280,21418722,-172.4877,
2026-07-20 17:31:02,14999682,321273,21418672,-172.4880,
2026-07-20 17:31:03,14999406,321266,21418610,-172.4883,
2026-07-20 17:31:04,14999892,321278,21418714,-172.4877,
2026-07-20 17:31:05,15000348,321290,21418808,-172.4872,
2026-07-20 17:31:06,15000624,321296,21418872,-172.4868,
2026-07-20 17:31:07,14999992,321282,21418784,-172.4873,
2026-07-20 17:31:08,14999668,321274,21418764,-172.4874,
2026-07-20 17:31:09,14999472,321269,21418710,-172.4877,
2026-07-20 17:31:10,15000220,321287,21418800,-172.4872,
2026-07-20 17:31:11,14999802,321277,21418718,-172.4877,
2026-07-20 17:31:12,15000308,321288,21418742,-172.4875,
2026-07-20 17:31:13,14999998,321280,21418658,-172.4881,
2026-07-20 17:31:14,14999784,321274,21418606,-172.4884,
2026-07-20 17:31:15,14999578,321269,21418536,-172.4888,
2026-07-20 17:31:16,15000186,321283,21418628,-172.4882,
2026-07-20 17:31:17,15000514,321291,21418664,-172.4880,
2026-07-20 17:31:18,15000832,321298,21418664,-172.4880,
2026-07-20 17:31:19,15000886,321299,21418682,-172.4879,
2026-07-20 17:31:20,15000170,321282,21418586,-172.4885,
2026-07-20 17:31:21,14999708,321271,21418498,-172.4890,
2026-07-20 17:31:22,14999698,321272,21418542,-172.4887,
2026-07-20 17:31:23,14999428,321265,21418470,-172.4892,
2026-07-20 17:31:24,14999264,321260,21418412,-172.4895,
2026-07-20 17:31:25,14999132,321258,21418410,-172.4895,
2026-07-20 17:31:26,14998900,321252,21418358,-172.4899,
2026-07-20 17:31:27,14998868,321250,21418306,-172.4902,
2026-07-20 17:31:28,14998714,321247,21418274,-172.4904,
2026-07-20 17:31:29,14998598,321244,21418252,-172.4905,
